stop_id,stop_name,stop_lat,stop_lon,platform_code,parent_station,location_type
007015400,London Saint Pancras International,51.5310399,-0.1260606,,,1
007015400:0,London Saint Pancras International,51.5310399,-0.1260606,,007015400,0
007015440,Ebbsfleet International,51.44304,0.32107,,,1
007015440:0,Ebbsfleet International,51.44304,0.32107,,007015440,0
008008094,Düsseldorf Hbf,51.219962,6.794319,,,1
008008094:0,Düsseldorf Hbf,51.219962,6.794319,,008008094,0
008010184,Essen Hbf,51.451355,7.014793,,,1
008010184:0,Essen Hbf,51.451355,7.014793,,008010184,0
008010316,Duisburg Hbf,51.42978,6.7759037,,,1
008010316:0,Duisburg Hbf,51.42978,6.7759037,,008010316,0
008011068,Frankfurt am Main Hbf,50.1071318,8.6653708,,,1
008011068:0,Frankfurt am Main Hbf,50.1071318,8.6653708,,008011068,0
008011090,Frankfurt am Main Flughafen,50.051696,8.569853,,,1
008011090:0,Frankfurt am Main Flughafen,50.051696,8.569853,,008011090,0
008015345,Aachen Hbf,50.770832,6.105275,,,1
008015345:0,Aachen Hbf,50.770832,6.105275,,008015345,0
008015458,Köln Hbf,50.942721,6.958823,,,1
008015458:0,Köln Hbf,50.942721,6.958823,,008015458,0
008015588,Siegburg,50.793916,7.203029,,,1
008015588:0,Siegburg,50.793916,7.203029,,008015588,0
008032572,Limburg Süd,50.3825,8.096112,,,1
008032572:0,Limburg Süd,50.3825,8.096112,,008032572,0
008039904,Düsseldorf Flughafen Hbf,51.292008,6.786837,,,1
008039904:0,Düsseldorf Flughafen Hbf,51.292008,6.786837,,008039904,0
008200100,Lëtzebuerg,49.599996,6.133331,,,1
008200100:0,Lëtzebuerg,49.599996,6.133331,,008200100,0
008200110,Mersch,49.748893,6.106111,,,1
008200110:0,Mersch,49.748893,6.106111,,008200110,0
008200120,Ettelbréck,49.847496,6.104169,,,1
008200120:0,Ettelbréck,49.847496,6.104169,,008200120,0
008200130,Kautebaach,49.952777,6.020003,,,1
008200130:0,Kautebaach,49.952777,6.020003,,008200130,0
008200132,Wilwerwiltz,49.988887,5.999166,,,1
008200132:0,Wilwerwiltz,49.988887,5.999166,,008200132,0
008200133,Drauffelt,50.017778,6.006106,,,1
008200133:0,Drauffelt,50.017778,6.006106,,008200133,0
008200134,Clervaux,50.054724,6.031393,,,1
008200134:0,Clervaux,50.054724,6.031393,,008200134,0
008200136,Troisvierges,50.121109,6.000281,,,1
008200136:0,Troisvierges,50.121109,6.000281,,008200136,0
008200510,Bertrange Strassen,49.613002,6.060601,,,1
008200510:0,Bertrange Strassen,49.613002,6.060601,,008200510,0
008200516,Mamer,49.625663,6.02014,,,1
008200516:0,Mamer,49.625663,6.02014,,008200516,0
008200518,Kapellen,49.644996,5.990833,,,1
008200518:0,Kapellen,49.644996,5.990833,,008200518,0
008200520,Klengbetten,49.646389,5.916385,,,1
008200520:0,Klengbetten,49.646389,5.916385,,008200520,0
008200940,Rodange,49.551283,5.845028,,,1
008200940:0,Rodange,49.551283,5.845028,,008200940,0
008210014,Mamer-Lycée,49.618415,6.02968,,,1
008210014:0,Mamer-Lycée,49.618415,6.02968,,008210014,0
008400058,Amsterdam CS,52.379128,4.900272,,,1
008400058:0,Amsterdam CS,52.379128,4.900272,,008400058,0
008400180,Dordrecht,51.799998,4.666668,,,1
008400180:0,Dordrecht,51.799998,4.666668,,008400180,0
008400219,Eijsden,50.772135,5.709786,,,1
008400219:0,Eijsden,50.772135,5.709786,,008400219,0
008400280,Den Haag HS,52.083329,4.299999,,,1
008400280:0,Den Haag HS,52.083329,4.299999,,008400280,0
008400424,Maastricht,50.85,5.683331,,,1
008400424:0,Maastricht,50.85,5.683331,,008400424,0
008400426,Maastricht Randwyck,50.838502,5.716707,,,1
008400426:0,Maastricht Randwyck,50.838502,5.716707,,008400426,0
008400526,Roosendaal,51.533333,4.466667,,,1
008400526:0,Roosendaal,51.533333,4.466667,,008400526,0
008400530,Rotterdam CS,51.925093,4.469424,,,1
008400530:0,Rotterdam CS,51.925093,4.469424,,008400530,0
008400561,Schiphol,52.308294,4.762268,,,1
008400561:0,Schiphol,52.308294,4.762268,,008400561,0
008500010,Basel,47.547408,7.590716,,,1
008500010:0,Basel,47.547408,7.590716,,008500010,0
008711184,Marne-la-Vallée - Chessy,48.868256,2.782184,,,1
008711184:0,Marne-la-Vallée - Chessy,48.868256,2.782184,,008711184,0
008718201,Colmar,48.083335,7.366668,,,1
008718201:0,Colmar,48.083335,7.366668,,008718201,0
008718206,Mulhouse,47.749998,7.333336,,,1
008718206:0,Mulhouse,47.749998,7.333336,,008718206,0
008718213,Saint-Louis-Haut-Rhin,47.5907,7.555316,,,1
008718213:0,Saint-Louis-Haut-Rhin,47.5907,7.555316,,008718213,0
008719100,Thionville,49.366663,6.166663,,,1
008719100:0,Thionville,49.366663,6.166663,,008719100,0
008719203,Metz,49.13333,6.166663,,,1
008719203:0,Metz,49.13333,6.166663,,008719203,0
008721202,Strasbourg,48.585437,7.733905,,,1
008721202:0,Strasbourg,48.585437,7.733905,,008721202,0
008721222,Saverne,48.744798,7.362255,,,1
008721222:0,Saverne,48.744798,7.362255,,008721222,0
008721405,Selestat,48.26667,7.449999,,,1
008721405:0,Selestat,48.26667,7.449999,,008721405,0
008722326,Lille Europe,50.636108,3.071516,,,1
008722326:0,Lille Europe,50.636108,3.071516,,008722326,0
008727100,Paris Nord,48.8809984,2.3553093,,,1
008727100:0,Paris Nord,48.8809984,2.3553093,,008727100,0
008727149,Aéroport Charles-de-Gaulle TGV,49.003955,2.571123,,,1
008727149:0,Aéroport Charles-de-Gaulle TGV,49.003955,2.571123,,008727149,0
008728105,Croix l'Allumette,50.675708,3.13381,,,1
008728105:0,Croix l'Allumette,50.675708,3.13381,,008728105,0
008728600,Lille Flandres,50.633333,3.066669,,,1
008728600:0,Lille Flandres,50.633333,3.066669,,008728600,0
008728606,Hellemmes,50.626941,3.108892,,,1
008728606:0,Hellemmes,50.626941,3.108892,,008728606,0
008728654,Tourcoing,50.716663,3.168033,,,1
008728654:0,Tourcoing,50.716663,3.168033,,008728654,0
008728671,Croix Wasquehal,50.6764687,3.149272,,,1
008728671:0,Croix Wasquehal,50.6764687,3.149272,,008728671,0
008728673,Roubaix,50.699997,3.166666,,,1
008728673:0,Roubaix,50.699997,3.166666,,008728673,0
008728683,Pont de Bois,50.624164,3.1275,,,1
008728683:0,Pont de Bois,50.624164,3.1275,,008728683,0
008728685,Annappes,50.6228168,3.1473086,,,1
008728685:0,Annappes,50.6228168,3.1473086,,008728685,0
008728686,Ascq,50.616666,3.166666,,,1
008728686:0,Ascq,50.616666,3.166666,,008728686,0
008728687,Baisieux,50.610039,3.2378999,,,1
008728687:0,Baisieux,50.610039,3.2378999,,008728687,0
008728710,Lezennes,50.616666,3.116667,,,1
008728710:0,Lezennes,50.616666,3.116667,,008728710,0
008731388,Haute-Picardie TGV,49.623044,2.802566,,,1
008731388:0,Haute-Picardie TGV,49.623044,2.802566,,008731388,0
008731896,Avignon TGV,43.921433,4.785841,,,1
008731896:0,Avignon TGV,43.921433,4.785841,,008731896,0
008731901,Aix-en-Provence TGV,43.455128,5.317243,,,1
008731901:0,Aix-en-Provence TGV,43.455128,5.317243,,008731901,0
008772202,Lyon-Perrache TGV,45.748360,4.825301,,,1
008772202:0,Lyon-Perrache TGV,45.748360,4.825301,,008772202,0
008772319,Lyon Part Dieu TGV,45.7612738,4.8594013,,,1
008772319:0,Lyon Part Dieu TGV,45.7612738,4.8594013,,008772319,0
008774100,Chambéry-Challes-les-Eaux,45.571498,5.919756,,,1
008774100:0,Chambéry-Challes-les-Eaux,45.571498,5.919756,,008774100,0
008774164,Albertville,45.673624,6.383617,,,1
008774164:0,Albertville,45.673624,6.383617,,008774164,0
008774172,Moûtiers-Salins-Brides-les-Bai,45.486693,6.531454,,,1
008774172:0,Moûtiers-Salins-Brides-les-Bai,45.486693,6.531454,,008774172,0
008774176,Aime-la-Plagne,45.554202,6.648394,,,1
008774176:0,Aime-la-Plagne,45.554202,6.648394,,008774176,0
008774177,Landry,45.574194,6.733522,,,1
008774177:0,Landry,45.574194,6.733522,,008774177,0
008774179,Bourg-Saint-Maurice,45.618826,6.771664,,,1
008774179:0,Bourg-Saint-Maurice,45.618826,6.771664,,008774179,0
008775100,Marseille-Saint-Charles,43.303178,5.380752,,,1
008775100:0,Marseille-Saint-Charles,43.303178,5.380752,,008775100,0
008775500,Toulon,43.1274781,5.9326648,,,1
008775500:0,Toulon,43.1274781,5.9326648,,008775500,0
008775544,Les Arcs - Draguignan,43.4555673,6.4826446,,,1
008775544:0,Les Arcs - Draguignan,43.4555673,6.4826446,,008775544,0
008775605,Nice Ville,43.704605,7.261928,,,1
008775605:0,Nice Ville,43.704605,7.261928,,008775605,0
008775752,Saint-Raphaël-Valescure,43.423456,6.768825,,,1
008775752:0,Saint-Raphaël-Valescure,43.423456,6.768825,,008775752,0
008775762,Cannes,43.553742,7.019895,,,1
008775762:0,Cannes,43.553742,7.019895,,008775762,0
008775767,Antibes,43.586618,7.1201361,,,1
008775767:0,Antibes,43.586618,7.1201361,,008775767,0
008776290,Lyon-Saint Exupéry TGV,45.720907,5.075822,,,1
008776290:0,Lyon-Saint Exupéry TGV,45.720907,5.075822,,008776290,0
008776302,Valence TGV,44.992586,4.978529,,,1
008776302:0,Valence TGV,44.992586,4.978529,,008776302,0
008777300,Montpellier,43.604947,3.880534,,,1
008777300:0,Montpellier,43.604947,3.880534,,008777300,0
008777320,Sète,43.412810,3.696535,,,1
008777320:0,Sète,43.412810,3.696535,,008777320,0
008777500,Nîmes,43.832602,4.365997,,,1
008777500:0,Nîmes,43.832602,4.365997,,008777500,0
008778100,Béziers,43.336177,3.218794,,,1
008778100:0,Béziers,43.336177,3.218794,,008778100,0
008778110,Narbonne,43.190399,3.006010,,,1
008778110:0,Narbonne,43.190399,3.006010,,008778110,0
008778127,Agde,43.317498,3.465800,,,1
008778127:0,Agde,43.317498,3.465800,,008778127,0
008778400,Perpignan,42.695938,2.879397,,,1
008778400:0,Perpignan,42.695938,2.879397,,008778400,0
008811007,Schaarbeek/Schaerbeek,50.878513,4.378636,,,1
008811007:0,Schaarbeek/Schaerbeek,50.878513,4.378636,,008811007,0
008811007:1,Schaarbeek/Schaerbeek,50.878513,4.378636,1,008811007,0
008811007:2,Schaarbeek/Schaerbeek,50.878513,4.378636,2,008811007,0
008811007:3,Schaarbeek/Schaerbeek,50.878513,4.378636,3,008811007,0
008811007:4,Schaarbeek/Schaerbeek,50.878513,4.378636,4,008811007,0
008811007:5,Schaarbeek/Schaerbeek,50.878513,4.378636,5,008811007,0
008811007:6,Schaarbeek/Schaerbeek,50.878513,4.378636,6,008811007,0
008811007:7,Schaarbeek/Schaerbeek,50.878513,4.378636,7,008811007,0
008811007:8,Schaarbeek/Schaerbeek,50.878513,4.378636,8,008811007,0
008811007:9,Schaarbeek/Schaerbeek,50.878513,4.378636,9,008811007,0
008811007:10,Schaarbeek/Schaerbeek,50.878513,4.378636,10,008811007,0
008811007:11,Schaarbeek/Schaerbeek,50.878513,4.378636,11,008811007,0
008811007:12,Schaarbeek/Schaerbeek,50.878513,4.378636,12,008811007,0
008811007:13,Schaarbeek/Schaerbeek,50.878513,4.378636,13,008811007,0
008811007:14,Schaarbeek/Schaerbeek,50.878513,4.378636,14,008811007,0
008811106,Evere,50.86778,4.400965,,,1
008811106:0,Evere,50.86778,4.400965,,008811106,0
008811106:1,Evere,50.86778,4.400965,1,008811106,0
008811106:2,Evere,50.86778,4.400965,2,008811106,0
008811130,Haren-Sud/Haren-Zuid,50.889696,4.415357,,,1
008811130:0,Haren-Sud/Haren-Zuid,50.889696,4.415357,,008811130,0
008811130:1,Haren-Sud/Haren-Zuid,50.889696,4.415357,1,008811130,0
008811130:2,Haren-Sud/Haren-Zuid,50.889696,4.415357,2,008811130,0
008811130:3,Haren-Sud/Haren-Zuid,50.889696,4.415357,3,008811130,0
008811130:4,Haren-Sud/Haren-Zuid,50.889696,4.415357,4,008811130,0
008811148,Buda,50.907495,4.417074,,,1
008811148:0,Buda,50.907495,4.417074,,008811148,0
008811148:1,Buda,50.907495,4.417074,1,008811148,0
008811148:2,Buda,50.907495,4.417074,2,008811148,0
008811155,Haren,50.888878,4.419978,,,1
008811155:0,Haren,50.888878,4.419978,,008811155,0
008811155:1,Haren,50.888878,4.419978,1,008811155,0
008811155:2,Haren,50.888878,4.419978,2,008811155,0
008811163,Bordet,50.877785,4.410026,,,1
008811163:0,Bordet,50.877785,4.410026,,008811163,0
008811163:1,Bordet,50.877785,4.410026,1,008811163,0
008811163:2,Bordet,50.877785,4.410026,2,008811163,0
008811171,Meiser,50.854072,4.394421,,,1
008811171:0,Meiser,50.854072,4.394421,,008811171,0
008811171:1,Meiser,50.854072,4.394421,1,008811171,0
008811171:2,Meiser,50.854072,4.394421,2,008811171,0
008811189,Vilvoorde,50.924583,4.432823,,,1
008811189:0,Vilvoorde,50.924583,4.432823,,008811189,0
008811189:1,Vilvoorde,50.924583,4.432823,1,008811189,0
008811189:2,Vilvoorde,50.924583,4.432823,2,008811189,0
008811189:3,Vilvoorde,50.924583,4.432823,3,008811189,0
008811189:4,Vilvoorde,50.924583,4.432823,4,008811189,0
008811197,Merode,50.839284,4.398934,,,1
008811197:0,Merode,50.839284,4.398934,,008811197,0
008811197:1,Merode,50.839284,4.398934,1,008811197,0
008811197:2,Merode,50.839284,4.398934,2,008811197,0
008811205,Delta,50.818357,4.403869,,,1
008811205:0,Delta,50.818357,4.403869,,008811205,0
008811205:1,Delta,50.818357,4.403869,1,008811205,0
008811205:2,Delta,50.818357,4.403869,2,008811205,0
008811213,Diegem,50.890478,4.442774,,,1
008811213:0,Diegem,50.890478,4.442774,,008811213,0
008811213:1,Diegem,50.890478,4.442774,1,008811213,0
008811213:2,Diegem,50.890478,4.442774,2,008811213,0
008811213:3,Diegem,50.890478,4.442774,3,008811213,0
008811213:4,Diegem,50.890478,4.442774,4,008811213,0
008811221,Zaventem,50.885723,4.469886,,,1
008811221:0,Zaventem,50.885723,4.469886,,008811221,0
008811221:1,Zaventem,50.885723,4.469886,1,008811221,0
008811221:2,Zaventem,50.885723,4.469886,2,008811221,0
008811221:3,Zaventem,50.885723,4.469886,3,008811221,0
008811221:4,Zaventem,50.885723,4.469886,4,008811221,0
008811247,Nossegem,50.883314,4.506112,,,1
008811247:0,Nossegem,50.883314,4.506112,,008811247,0
008811247:1,Nossegem,50.883314,4.506112,1,008811247,0
008811247:2,Nossegem,50.883314,4.506112,2,008811247,0
008811247:3,Nossegem,50.883314,4.506112,3,008811247,0
008811247:4,Nossegem,50.883314,4.506112,4,008811247,0
008811254,Kortenberg,50.893067,4.543301,,,1
008811254:0,Kortenberg,50.893067,4.543301,,008811254,0
008811254:1,Kortenberg,50.893067,4.543301,1,008811254,0
008811254:2,Kortenberg,50.893067,4.543301,2,008811254,0
008811254:3,Kortenberg,50.893067,4.543301,3,008811254,0
008811254:4,Kortenberg,50.893067,4.543301,4,008811254,0
008811262,Erps-Kwerps,50.89651,4.585001,,,1
008811262:0,Erps-Kwerps,50.89651,4.585001,,008811262,0
008811262:1,Erps-Kwerps,50.89651,4.585001,1,008811262,0
008811262:2,Erps-Kwerps,50.89651,4.585001,2,008811262,0
008811262:3,Erps-Kwerps,50.89651,4.585001,3,008811262,0
008811262:4,Erps-Kwerps,50.89651,4.585001,4,008811262,0
008811270,Veltem,50.900519,4.633516,,,1
008811270:0,Veltem,50.900519,4.633516,,008811270,0
008811270:1,Veltem,50.900519,4.633516,1,008811270,0
008811270:2,Veltem,50.900519,4.633516,2,008811270,0
008811270:3,Veltem,50.900519,4.633516,3,008811270,0
008811270:4,Veltem,50.900519,4.633516,4,008811270,0
008811288,Herent,50.90353,4.672188,,,1
008811288:0,Herent,50.90353,4.672188,,008811288,0
008811288:1,Herent,50.90353,4.672188,1,008811288,0
008811288:2,Herent,50.90353,4.672188,2,008811288,0
008811288:3,Herent,50.90353,4.672188,3,008811288,0
008811288:4,Herent,50.90353,4.672188,4,008811288,0
008811304,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,,,1
008811304:0,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,,008811304,0
008811304:1,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,1,008811304,0
008811304:2,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,2,008811304,0
008811304:3,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,3,008811304,0
008811304:4,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,4,008811304,0
008811304:5,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,5,008811304,0
008811304:6,Brussel-Luxemburg/Bruxelles-Luxembourg,50.838943,4.373674,6,008811304,0
008811411,Etterbeek,50.822187,4.389513,,,1
008811411:0,Etterbeek,50.822187,4.389513,,008811411,0
008811411:1,Etterbeek,50.822187,4.389513,1,008811411,0
008811411:2,Etterbeek,50.822187,4.389513,2,008811411,0
008811411:3,Etterbeek,50.822187,4.389513,3,008811411,0
008811411:4,Etterbeek,50.822187,4.389513,4,008811411,0
008811429,Watermaal/Watermael,50.80917,4.399887,,,1
008811429:0,Watermaal/Watermael,50.80917,4.399887,,008811429,0
008811429:1,Watermaal/Watermael,50.80917,4.399887,1,008811429,0
008811429:2,Watermaal/Watermael,50.80917,4.399887,2,008811429,0
008811429:3,Watermaal/Watermael,50.80917,4.399887,3,008811429,0
008811437,Bosvoorde/Boitsfort,50.794698,4.408112,,,1
008811437:0,Bosvoorde/Boitsfort,50.794698,4.408112,,008811437,0
008811437:1,Bosvoorde/Boitsfort,50.794698,4.408112,1,008811437,0
008811437:2,Bosvoorde/Boitsfort,50.794698,4.408112,2,008811437,0
008811445,Groenendaal,50.766103,4.449489,,,1
008811445:0,Groenendaal,50.766103,4.449489,,008811445,0
008811445:1,Groenendaal,50.766103,4.449489,1,008811445,0
008811445:2,Groenendaal,50.766103,4.449489,2,008811445,0
008811460,Hoeilaart,50.760161,4.467414,,,1
008811460:0,Hoeilaart,50.760161,4.467414,,008811460,0
008811460:1,Hoeilaart,50.760161,4.467414,1,008811460,0
008811460:2,Hoeilaart,50.760161,4.467414,2,008811460,0
008811510,La Hulpe,50.737958,4.49706,,,1
008811510:0,La Hulpe,50.737958,4.49706,,008811510,0
008811510:1,La Hulpe,50.737958,4.49706,1,008811510,0
008811510:2,La Hulpe,50.737958,4.49706,2,008811510,0
008811510:3,La Hulpe,50.737958,4.49706,3,008811510,0
008811528,Genval,50.725697,4.514832,,,1
008811528:0,Genval,50.725697,4.514832,,008811528,0
008811528:1,Genval,50.725697,4.514832,1,008811528,0
008811528:2,Genval,50.725697,4.514832,2,008811528,0
008811528:3,Genval,50.725697,4.514832,3,008811528,0
008811536,Rixensart,50.711413,4.532855,,,1
008811536:0,Rixensart,50.711413,4.532855,,008811536,0
008811536:1,Rixensart,50.711413,4.532855,1,008811536,0
008811536:2,Rixensart,50.711413,4.532855,2,008811536,0
008811544,Profondsart,50.693758,4.549153,,,1
008811544:0,Profondsart,50.693758,4.549153,,008811544,0
008811544:1,Profondsart,50.693758,4.549153,1,008811544,0
008811544:2,Profondsart,50.693758,4.549153,2,008811544,0
008811601,Ottignies,50.673667,4.56936,,,1
008811601:0,Ottignies,50.673667,4.56936,,008811601,0
008811601:1,Ottignies,50.673667,4.56936,1,008811601,0
008811601:2,Ottignies,50.673667,4.56936,2,008811601,0
008811601:3,Ottignies,50.673667,4.56936,3,008811601,0
008811601:4,Ottignies,50.673667,4.56936,4,008811601,0
008811601:5,Ottignies,50.673667,4.56936,5,008811601,0
008811601:6,Ottignies,50.673667,4.56936,6,008811601,0
008811601:7,Ottignies,50.673667,4.56936,7,008811601,0
008811601:8,Ottignies,50.673667,4.56936,8,008811601,0
008811601:9,Ottignies,50.673667,4.56936,9,008811601,0
008811601:10,Ottignies,50.673667,4.56936,10,008811601,0
008811601:11,Ottignies,50.673667,4.56936,11,008811601,0
008811635,Limal,50.69214,4.575302,,,1
008811635:0,Limal,50.69214,4.575302,,008811635,0
008811635:1,Limal,50.69214,4.575302,1,008811635,0
008811635:2,Limal,50.69214,4.575302,2,008811635,0
008811676,Louvain-la-Neuve-Université,50.669793,4.615745,,,1
008811676:0,Louvain-la-Neuve-Université,50.669793,4.615745,,008811676,0
008811676:1,Louvain-la-Neuve-Université,50.669793,4.615745,1,008811676,0
008811676:2,Louvain-la-Neuve-Université,50.669793,4.615745,2,008811676,0
008811676:3,Louvain-la-Neuve-Université,50.669793,4.615745,3,008811676,0
008811718,Bierges-Walibi,50.707772,4.594746,,,1
008811718:0,Bierges-Walibi,50.707772,4.594746,,008811718,0
008811718:1,Bierges-Walibi,50.707772,4.594746,1,008811718,0
008811718:2,Bierges-Walibi,50.707772,4.594746,2,008811718,0
008811726,Wavre,50.716267,4.604778,,,1
008811726:0,Wavre,50.716267,4.604778,,008811726,0
008811726:1,Wavre,50.716267,4.604778,1,008811726,0
008811726:2,Wavre,50.716267,4.604778,2,008811726,0
008811726:3,Wavre,50.716267,4.604778,3,008811726,0
008811734,Basse-Wavre,50.72442,4.621651,,,1
008811734:0,Basse-Wavre,50.72442,4.621651,,008811734,0
008811734:1,Basse-Wavre,50.72442,4.621651,1,008811734,0
008811734:2,Basse-Wavre,50.72442,4.621651,2,008811734,0
008811742,Gastuche,50.736646,4.649598,,,1
008811742:0,Gastuche,50.736646,4.649598,,008811742,0
008811742:1,Gastuche,50.736646,4.649598,1,008811742,0
008811742:2,Gastuche,50.736646,4.649598,2,008811742,0
008811759,Archennes,50.754345,4.662444,,,1
008811759:0,Archennes,50.754345,4.662444,,008811759,0
008811759:1,Archennes,50.754345,4.662444,1,008811759,0
008811759:2,Archennes,50.754345,4.662444,2,008811759,0
008811767,Florival,50.761501,4.653868,,,1
008811767:0,Florival,50.761501,4.653868,,008811767,0
008811767:1,Florival,50.761501,4.653868,1,008811767,0
008811767:2,Florival,50.761501,4.653868,2,008811767,0
008811775,Pécrot,50.778517,4.651486,,,1
008811775:0,Pécrot,50.778517,4.651486,,008811775,0
008811775:1,Pécrot,50.778517,4.651486,1,008811775,0
008811775:2,Pécrot,50.778517,4.651486,2,008811775,0
008811817,Ceroux-Mousty,50.659941,4.569046,,,1
008811817:0,Ceroux-Mousty,50.659941,4.569046,,008811817,0
008811817:1,Ceroux-Mousty,50.659941,4.569046,1,008811817,0
008811817:2,Ceroux-Mousty,50.659941,4.569046,2,008811817,0
008811825,Court-Saint-Étienne,50.645567,4.565819,,,1
008811825:0,Court-Saint-Étienne,50.645567,4.565819,,008811825,0
008811825:1,Court-Saint-Étienne,50.645567,4.565819,1,008811825,0
008811825:2,Court-Saint-Étienne,50.645567,4.565819,2,008811825,0
008811916,Brussel-Schuman/Bruxelles-Schuman,50.843276,4.380722,,,1
008811916:0,Brussel-Schuman/Bruxelles-Schuman,50.843276,4.380722,,008811916,0
008811916:1,Brussel-Schuman/Bruxelles-Schuman,50.843276,4.380722,1,008811916,0
008811916:2,Brussel-Schuman/Bruxelles-Schuman,50.843276,4.380722,2,008811916,0
008812005,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,,,1
008812005:0,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,,008812005,0
008812005:1,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,1,008812005,0
008812005:2,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,2,008812005,0
008812005:3,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,3,008812005,0
008812005:4,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,4,008812005,0
008812005:5,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,5,008812005,0
008812005:6,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,6,008812005,0
008812005:7,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,7,008812005,0
008812005:8,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,8,008812005,0
008812005:9,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,9,008812005,0
008812005:10,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,10,008812005,0
008812005:11,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,11,008812005,0
008812005:12,Brussel-Noord/Bruxelles-Nord,50.859663,4.360846,12,008812005,0
008812013,Simonis,50.863645,4.32898,,,1
008812013:0,Simonis,50.863645,4.32898,,008812013,0
008812013:1,Simonis,50.863645,4.32898,1,008812013,0
008812013:2,Simonis,50.863645,4.32898,2,008812013,0
008812021,Bockstael,50.87943,4.348513,,,1
008812021:0,Bockstael,50.87943,4.348513,,008812021,0
008812021:1,Bockstael,50.87943,4.348513,1,008812021,0
008812021:2,Bockstael,50.87943,4.348513,2,008812021,0
008812047,Jette,50.880833,4.32622,,,1
008812047:0,Jette,50.880833,4.32622,,008812047,0
008812047:1,Jette,50.880833,4.32622,1,008812047,0
008812047:2,Jette,50.880833,4.32622,2,008812047,0
008812047:3,Jette,50.880833,4.32622,3,008812047,0
008812047:4,Jette,50.880833,4.32622,4,008812047,0
008812062,Zellik,50.890028,4.274541,,,1
008812062:0,Zellik,50.890028,4.274541,,008812062,0
008812062:1,Zellik,50.890028,4.274541,1,008812062,0
008812062:2,Zellik,50.890028,4.274541,2,008812062,0
008812070,Asse,50.906488,4.207985,,,1
008812070:0,Asse,50.906488,4.207985,,008812070,0
008812070:1,Asse,50.906488,4.207985,1,008812070,0
008812070:2,Asse,50.906488,4.207985,2,008812070,0
008812112,Mollem,50.933473,4.216965,,,1
008812112:0,Mollem,50.933473,4.216965,,008812112,0
008812112:1,Mollem,50.933473,4.216965,1,008812112,0
008812112:2,Mollem,50.933473,4.216965,2,008812112,0
008812120,Merchtem,50.954958,4.222718,,,1
008812120:0,Merchtem,50.954958,4.222718,,008812120,0
008812120:1,Merchtem,50.954958,4.222718,1,008812120,0
008812120:2,Merchtem,50.954958,4.222718,2,008812120,0
008812146,Opwijk,50.974779,4.187319,,,1
008812146:0,Opwijk,50.974779,4.187319,,008812146,0
008812146:1,Opwijk,50.974779,4.187319,1,008812146,0
008812146:2,Opwijk,50.974779,4.187319,2,008812146,0
008812153,Heizijde,50.989593,4.156171,,,1
008812153:0,Heizijde,50.989593,4.156171,,008812153,0
008812153:1,Heizijde,50.989593,4.156171,1,008812153,0
008812153:2,Heizijde,50.989593,4.156171,2,008812153,0
008812161,Lebbeke,51.005009,4.134372,,,1
008812161:0,Lebbeke,51.005009,4.134372,,008812161,0
008812161:1,Lebbeke,51.005009,4.134372,1,008812161,0
008812161:2,Lebbeke,51.005009,4.134372,2,008812161,0
008812211,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,50.872625,4.289895,,,1
008812211:0,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,50.872625,4.289895,,008812211,0
008812211:1,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,50.872625,4.289895,1,008812211,0
008812211:2,Sint-Agatha-Berchem/Berchem-Sainte-Agathe,50.872625,4.289895,2,008812211,0
008812229,Groot-Bijgaarden,50.868337,4.273543,,,1
008812229:0,Groot-Bijgaarden,50.868337,4.273543,,008812229,0
008812229:1,Groot-Bijgaarden,50.868337,4.273543,1,008812229,0
008812229:2,Groot-Bijgaarden,50.868337,4.273543,2,008812229,0
008812237,Dilbeek,50.866728,4.243393,,,1
008812237:0,Dilbeek,50.866728,4.243393,,008812237,0
008812237:1,Dilbeek,50.866728,4.243393,1,008812237,0
008812237:2,Dilbeek,50.866728,4.243393,2,008812237,0
008812245,Sint-Martens-Bodegem,50.86716,4.205081,,,1
008812245:0,Sint-Martens-Bodegem,50.86716,4.205081,,008812245,0
